yyse,ser_no,co_chg,dpt_code,year,cou_code,class,credit,tlec,tlab,forh,sel_code,cou_cname,cou_ename,tea_seq,tea_code,tea_cname,tea_ename,clsrom_1,clsrom_2,clsrom_3,clsrom_4,clsrom_5,clsrom_6,st1,day1,st2,day2,st3,day3,st4,day4,st5,day5,st6,day6,limit,tno,eno,co_select,sno,mark,co_rep,co_tp,co_gmark,co_eng,grpno,initsel,outside,pre_course,dpt_abbr,cou_teacno,chgitem,engmark
1002,,1,1020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,博雅101,,,,,,,567,,,,,,,,,,,,1,0,,0,,0,1,,1,0,0,0,,Common,1002,,
1002,,1,1030,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱共同必修科目表,0,1,,1,0,0,,,Common,1002,,
1002,,1,1040,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,45,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,1050,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,1060,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,1070,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,1090,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,2010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,45,0,,0,請參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,2020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,0,,Common,1002,,
1002,,1,2030,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,2040,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,2070,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,2080,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,2090,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修課程時間表,,1,,1,0,0,,,Common,1002,,
1002,,1,3021,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱共同必修國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,3022,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱共同必修國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,3023,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱共同必修國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,3030,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,3050,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,45,0,,0,請參閱共同必修時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,3100,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,45,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,4010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表,,1,,1,0,0,,,Common,1002,,
1002,,1,4020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,4030,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修領域課表,0,1,,1,0,0,,,Common,1002,,
1002,,1,4040,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表,1,1,,1,0,0,,,Common,1002,,
1002,,1,4060,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,4080,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,4090,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,48,0,,0,參閱國文領域課程時間表,1,1,,1,0,0,0,,Common,1002,,
1002,,1,5010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,5020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,0,,Common,1002,,
1002,,1,5040,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,5050,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱共同必修領域課表,0,1,,1,0,0,,,Common,1002,,
1002,,1,5070,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,789,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,0,,Common,1002,,
1002,,1,6020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,789,,,,,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6030,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,789,,,,,,,,,,45,0,,0,參閱共同必修課程時間表，僑、外生選修星期五678堂之課程,0,1,,1,0,0,,,Common,1002,,
1002,,1,6050,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,1,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6060,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6070,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,789,,,,,,,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6080,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表。,1,1,,1,0,0,0,,Common,1002,,
1002,,1,6090,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,45,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6100,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,0,,Common,1002,,
1002,,1,6110,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,6120,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,789,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,0,,Common,1002,,
1002,,1,6130,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,,,678,,,,100,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,7011,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,45,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,7012,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,45,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,7013,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,45,0,,0,參閱國文領域課程時間表,0,1,,1,0,0,0,,Common,1002,,
1002,,1,7020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,45,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,7030,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,45,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,7040,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,100,0,,0,參閱國文領域課程時間表與相關規定,0,1,,1,0,0,,,Common,1002,,
1002,,1,7050,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,,,,,,,678,,,,,,45,0,,0,參閱共同必修課程時間表。,1,1,,1,0,0,,,Common,1002,,
1002,,1,8010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,0,,Common,1002,,
1002,,1,9010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表,,1,,1,0,0,,,Common,1002,,
1002,,1,9020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1002,,
1002,,1,A011,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,A012,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,A013,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,,678,,,,,,,,,,,,100,0,,0,參閱國文領域課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,B010,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,30,0,,0,請參閱國文領域分班編組課程時間表。,0,1,,1,0,0,0,,Common,1002,,
1002,,1,B020,1,000 10002,,3,3,0,1,3,國文領域下,Chinese (2),,,,,,,,,,,S,12,,,,,,12,,,,,,100,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1002,,
1002,,1,1010,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,0,,Common,1010,,
1002,,1,1030,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,1040,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,1050,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,,1,,1,0,0,,,Common,1010,,
1002,,1,1060,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,請參閱外文領域時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,2010,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,2020,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,,1,,1,0,0,,,Common,1010,,
1002,,1,2080,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,2090,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,3030,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,3050,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,45,0,,0,請參閱共同必修時間表。,0,1,,1,0,0,0,,Common,1010,,
1002,,1,3100,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,45,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,4040,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,1,1,,1,0,0,,,Common,1010,,
1002,,1,4080,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,5010,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,5020,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表。,0,1,,1,0,0,0,,Common,1010,,
1002,,1,5040,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,,1,,1,0,0,,,Common,1010,,
1002,,1,5050,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修領域課表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6020,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,0,,Common,1010,,
1002,,1,6050,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6060,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6070,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6080,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表。,1,1,,1,0,0,0,,Common,1010,,
1002,,1,6090,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,45,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6100,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6110,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,6120,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,0,,Common,1010,,
1002,,1,7011,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱外文領域課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,7012,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱外文領域課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,7013,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱外文領域課程時間表,0,1,,1,0,0,0,,Common,1010,,
1002,,1,7020,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,7030,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,0,,Common,1010,,
1002,,1,7040,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表與相關規定,0,1,,1,0,0,,,Common,1010,,
1002,,1,9010,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表,,1,,1,0,0,,,Common,1010,,
1002,,1,9020,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1010,,
1002,,1,A011,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表。,0,1,,1,0,0,0,,Common,1010,,
1002,,1,A012,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,A013,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱外文領域課程時間表。,0,1,,1,0,0,,,Common,1010,,
1002,,1,B010,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,請參閱外文領域分班編組課程時間表。與英文領域擇一修習。,0,1,,1,0,0,,,Common,1010,,
1002,,1,B020,1,000 20002,,3,3,0,1,3,外文領域下,Freshman English / Second Foreign Language (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,"參閱共同必修課程時間表,與英文領域擇一修習,外文領域可跨院選修。",0,1,,1,0,0,0,,Common,1010,,
1002,,1,1030,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,1060,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,1070,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,40,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,1090,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,,1,,1,0,0,,,Common,1004,,
1002,,1,2030,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,2040,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,2070,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,3021,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修英文領域課程時間表。,0,1,,1,0,0,,,Common,1004,,
1002,,1,3022,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修英文領域課程時間表。,0,1,,1,0,0,,,Common,1004,,
1002,,1,3023,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修英文領域課程時間表。,0,1,,1,0,0,,,Common,1004,,
1002,,1,3050,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,請參閱共同必修時間表。,0,1,,1,0,0,0,,Common,1004,,
1002,,1,3100,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,45,0,,0,參閱共同必修課程時間表。,0,1,,1,0,0,,,Common,1004,,
1002,,1,4010,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,4020,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表。,0,1,,1,0,0,0,,Common,1004,,
1002,,1,4030,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,T,,,,,,,,,,,,,50,0,,0,參閱共同必修領域課表,0,1,,1,0,0,,,Common,1004,,
1002,,1,4060,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,4090,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,100,0,,0,參閱英文領域課程時間表,1,1,,1,0,0,,,Common,1004,,
1002,,1,5070,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,,1,,1,0,0,,,Common,1004,,
1002,,1,6010,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,6030,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,35,0,,0,參閱共同必修課程時間表。僑、外生選修星期二789堂之課程,0,1,,1,0,0,,,Common,1004,,
1002,,1,6130,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱英文領域課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,7050,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表。,1,1,,1,0,0,,,Common,1004,,
1002,,1,8010,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,參閱共同必修課程時間表,0,1,,1,0,0,,,Common,1004,,
1002,,1,B010,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,35,0,,0,請參閱英文領域分班編組課程時間表。,0,1,,1,0,0,0,,Common,1004,,
1002,,1,B020,1,000 30002,,3,3,0,1,3,英文領域下,Freshman English (2),,,,,,,,,,,,,,,,,,,,,,,,50,0,,0,"參閱共同必修課程時間表, 與外文領域擇一修習。",0,1,,1,0,0,0,,Common,1004,,
1002,,1,1010,1,002 10040,,1,0,2,2,3,專項運動學群,Various Sport Courses,,,,,,,,,,,,,,,,,,,,,,,,60,0,,0,參閱體育課程時間表。,0,1,,1,0,0,,,PE,1004,,
